web-scraper-order,web-scraper-start-url,next_button,next_button-href,content
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-236""><span class=""indexHeadword"">Bell/Bill, Capt.,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-652#actrade-9780197263921-milestone-1667"">646</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1358#actrade-9780197263921-milestone-3403"">1345</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-237""><span class=""indexHeadword"">Bell, John,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-519#actrade-9780197263921-milestone-1428"">514</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-521#actrade-9780197263921-milestone-1432"">516–7</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-238""><span class=""indexHeadword"">Benn, Captain (of Butri),</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-138#actrade-9780197263921-milestone-534"">137</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-141#actrade-9780197263921-milestone-538"">140</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-239""><span class=""indexHeadword"">Benney,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-37#actrade-9780197263921-milestone-181"">36</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-240""><span class=""indexHeadword"">Berree, Capt.,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-20#actrade-9780197263921-milestone-109"">19</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-241""><span class=""indexHeadword"">Beshee,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-407#actrade-9780197263921-milestone-1192"">404</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-242""><span class=""indexHeadword"">Billy, Captain (of Dixcove),</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-52#actrade-9780197263921-milestone-263"">51</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-84#actrade-9780197263921-milestone-348"">83</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-86#actrade-9780197263921-milestone-364"">85</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-92#actrade-9780197263921-milestone-378"">91</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-112#actrade-9780197263921-milestone-445"">111–2</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-117#actrade-9780197263921-milestone-467"">116</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-125#actrade-9780197263921-milestone-497"">124</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-131#actrade-9780197263921-milestone-516"">130</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-134#actrade-9780197263921-milestone-525"">133</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-243""><span class=""indexHeadword"">Bird, John,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-35#actrade-9780197263921-milestone-175"">34–6</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-40#actrade-9780197263921-milestone-197"">39</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-244""><span class=""indexHeadword"">Bloome, John,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-193#actrade-9780197263921-milestone-658"">191</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-298#actrade-9780197263921-milestone-938"">295</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-540#actrade-9780197263921-milestone-1473"">535</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-600#actrade-9780197263921-milestone-1583"">594–599</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-610#actrade-9780197263921-milestone-1600"">604</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-619#actrade-9780197263921-milestone-1615"">613</a>–4, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-663#actrade-9780197263921-milestone-1694"">657</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-700#actrade-9780197263921-milestone-1762"">694</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-735#actrade-9780197263921-milestone-1840"">729</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1078#actrade-9780197263921-milestone-2620"">1068</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1081#actrade-9780197263921-milestone-2637"">1071–2</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1109#actrade-9780197263921-milestone-2758"">1099</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1111#actrade-9780197263921-milestone-2761"">1101–2</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1215#actrade-9780197263921-milestone-3016"">1204–12</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1225#actrade-9780197263921-milestone-3042"">1214–51</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1264#actrade-9780197263921-milestone-3147"">1253–72</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1294#actrade-9780197263921-milestone-3188"">1283–5</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1353#actrade-9780197263921-milestone-3351"">1341</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div4-18#actrade-9780197263921-milestone-3535"">1370</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div4-46#actrade-9780197263921-milestone-3612"">1390–1</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-245""><span class=""indexHeadword"">Blow,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-302#actrade-9780197263921-milestone-949"">299</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-246""><span class=""indexHeadword"">Bogue,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1361#actrade-9780197263921-milestone-3434"">1348</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-247""><span class=""indexHeadword"">Bonnishee (1), trader of Anomabu,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-600#actrade-9780197263921-milestone-1583"">594</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-622#actrade-9780197263921-milestone-1621"">616</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-634#actrade-9780197263921-milestone-1635"">628–30</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-639#actrade-9780197263921-milestone-1645"">633</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-652#actrade-9780197263921-milestone-1667"">646–9</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-661#actrade-9780197263921-milestone-1690"">655</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-665#actrade-9780197263921-milestone-1701"">659</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-673#actrade-9780197263921-milestone-1716"">667</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-688#actrade-9780197263921-milestone-1740"">682</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-693#actrade-9780197263921-milestone-1751"">687</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-712#actrade-9780197263921-milestone-1788"">706</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-795#actrade-9780197263921-milestone-1952"">789–90</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-804#actrade-9780197263921-milestone-1971"">798</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-819#actrade-9780197263921-milestone-2003"">813</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-822#actrade-9780197263921-milestone-2011"">816</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-824#actrade-9780197263921-milestone-2016"">818</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-861#actrade-9780197263921-milestone-2091"">855</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-865#actrade-9780197263921-milestone-2101"">859</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-868#actrade-9780197263921-milestone-2109"">862–4</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-945#actrade-9780197263921-milestone-2306"">938</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-957#actrade-9780197263921-milestone-2328"">950</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1114#actrade-9780197263921-milestone-2768"">1104</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-248""><span class=""indexHeadword"">Bonnishee</span> (2): see <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-indexList-2#actrade-9780197263921-indexItem1-233"">Basua</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-249""><span class=""indexHeadword"">Bosman, [Willem],</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1366#actrade-9780197263921-milestone-3469"">1353</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-250""><span class=""indexHeadword"">Boubee,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1243#actrade-9780197263921-milestone-3099"">1232</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-251""><span class=""indexHeadword"">Boylstone, John,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-268#actrade-9780197263921-milestone-853"">265</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-252""><span class=""indexHeadword"">Bradshaw, Richard, Capt.,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-25#actrade-9780197263921-milestone-129"">24</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-37#actrade-9780197263921-milestone-181"">36–9</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-706#actrade-9780197263921-milestone-1774"">700–1</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-710#actrade-9780197263921-milestone-1784"">704</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-721#actrade-9780197263921-milestone-1811"">715</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-744#actrade-9780197263921-milestone-1856"">738–41</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-973#actrade-9780197263921-milestone-2361"">966</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1062#actrade-9780197263921-milestone-2548"">1053–4</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1076#actrade-9780197263921-milestone-2600"">1066–7</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1088#actrade-9780197263921-milestone-2666"">1078</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1094#actrade-9780197263921-milestone-2700"">1084</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1232#actrade-9780197263921-milestone-3062"">1221</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1237#actrade-9780197263921-milestone-3086"">1226</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1239#actrade-9780197263921-milestone-3091"">1228</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1261#actrade-9780197263921-milestone-3140"">1250–1</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1364#actrade-9780197263921-milestone-3450"">1351</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div4-14#actrade-9780197263921-milestone-3522"">1366–74</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-253""><span class=""indexHeadword"">Braffo (1) (of Dixcove),</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-84#actrade-9780197263921-milestone-348"">83</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-86#actrade-9780197263921-milestone-364"">85</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-254""><span class=""indexHeadword"">Braffo (2), Company slave,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-183#actrade-9780197263921-milestone-642"">181</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-255""><span class=""indexHeadword"">Brafoy/Brabay/Braboe, Captain</span>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1216#actrade-9780197263921-milestone-3017"">1205</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1225#actrade-9780197263921-milestone-3042"">1214</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1296#actrade-9780197263921-milestone-3194"">1285</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-256""><span class=""indexHeadword"">Brawke</span>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div4-18#actrade-9780197263921-milestone-3535"">1370</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-257""><span class=""indexHeadword"">Braywood/Browood, Richard,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-280#actrade-9780197263921-milestone-888"">277</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-372#actrade-9780197263921-milestone-1103"">369</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-375#actrade-9780197263921-milestone-1110"">372</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-258""><span class=""indexHeadword"">Breaney,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-369#actrade-9780197263921-milestone-1097"">366</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-259""><span class=""indexHeadword"">Bribbee,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-260#actrade-9780197263921-milestone-815"">258</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-260""><span class=""indexHeadword"">Brigham, Richard, Dr,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-817#actrade-9780197263921-milestone-1999"">811</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-846#actrade-9780197263921-milestone-2064"">840</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-261""><span class=""indexHeadword"">Brindly, Lawrence,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-449#actrade-9780197263921-milestone-1302"">446</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-262""><span class=""indexHeadword"">Brinee,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1348#actrade-9780197263921-milestone-3327"">1337</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-263""><span class=""indexHeadword"">Bristow,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-126#actrade-9780197263921-milestone-502"">125</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-264""><span class=""indexHeadword"">Brithauer/Brithower/Brithoway/Brethore/ Brithere, John,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-286#actrade-9780197263921-milestone-904"">283–4</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1257#actrade-9780197263921-milestone-3133"">1246</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1274#actrade-9780197263921-milestone-3160"">1263</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1285#actrade-9780197263921-milestone-3175"">1274</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1304#actrade-9780197263921-milestone-3220"">1293</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1309#actrade-9780197263921-milestone-3241"">1298</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-265""><span class=""indexHeadword"">Brittain/Britton,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-42#actrade-9780197263921-milestone-211"">41</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-71#actrade-9780197263921-milestone-308"">70</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-326#actrade-9780197263921-milestone-1005"">323–4</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1091#actrade-9780197263921-milestone-2681"">1081</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-266""><span class=""indexHeadword"">Brittoe, John,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1314#actrade-9780197263921-milestone-3252"">1303</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-267""><span class=""indexHeadword"">Brown, Abraham, Capt.,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-374#actrade-9780197263921-milestone-1105"">371–2</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-377#actrade-9780197263921-milestone-1115"">374</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-863#actrade-9780197263921-milestone-2097"">857</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-866#actrade-9780197263921-milestone-2104"">860</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1153#actrade-9780197263921-milestone-2857"">1143</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1155#actrade-9780197263921-milestone-2863"">1145</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1312#actrade-9780197263921-milestone-3248"">1301–2</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div4-65#actrade-9780197263921-milestone-3675"">1404–15</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-268""><span class=""indexHeadword"">Brown, Anthony,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1108#actrade-9780197263921-milestone-2746"">1098–9</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-269""><span class=""indexHeadword"">Brown, John (1), factor,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-765#actrade-9780197263921-milestone-1893"">759</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-821#actrade-9780197263921-milestone-2008"">815</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-825#actrade-9780197263921-milestone-2026"">819</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-863#actrade-9780197263921-milestone-2097"">857</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-867#actrade-9780197263921-milestone-2105"">861–77</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-918#actrade-9780197263921-milestone-2232"">912</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-982#actrade-9780197263921-milestone-2379"">975–1019</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1028#actrade-9780197263921-milestone-2450"">1021</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1045#actrade-9780197263921-milestone-2493"">1038</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1048#actrade-9780197263921-milestone-2508"">1041</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1156#actrade-9780197263921-milestone-2864"">1146–7</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1283#actrade-9780197263921-milestone-3172"">1272–1278</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1295#actrade-9780197263921-milestone-3191"">1284</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-270""><span class=""indexHeadword"">Brown, John (2), soldier,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-310#actrade-9780197263921-milestone-967"">307</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-326#actrade-9780197263921-milestone-1005"">323</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-271""><span class=""indexHeadword"">Bruntue,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1045#actrade-9780197263921-milestone-2493"">1038</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-272""><span class=""indexHeadword"">Bruser/Bruar, James, Capt.,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1357#actrade-9780197263921-milestone-3389"">1344</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div4-40#actrade-9780197263921-milestone-3596"">1386</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-273""><span class=""indexHeadword"">Bruyne [Brayne], Jacob de,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-121#actrade-9780197263921-milestone-484"">120</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-274""><span class=""indexHeadword"">Bryan,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1199#actrade-9780197263921-milestone-2983"">1188</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-275""><span class=""indexHeadword"">Buckeridge, Nicholas,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-494#actrade-9780197263921-milestone-1384"">490</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-586#actrade-9780197263921-milestone-1553"">581</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-792#actrade-9780197263921-milestone-1944"">786</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1076#actrade-9780197263921-milestone-2600"">1066–1102</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div4-14#actrade-9780197263921-milestone-3522"">1366</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-276""><span class=""indexHeadword"">Buckeridge, Thomas,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-36#actrade-9780197263921-milestone-179"">35–55</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-59#actrade-9780197263921-milestone-274"">58–9</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-66#actrade-9780197263921-milestone-295"">65</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-107#actrade-9780197263921-milestone-417"">106–7</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-517#actrade-9780197263921-milestone-1424"">512–5</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-525#actrade-9780197263921-milestone-1445"">520</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-572#actrade-9780197263921-milestone-1531"">567</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-669#actrade-9780197263921-milestone-1709"">663–4</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-672#actrade-9780197263921-milestone-1714"">666</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-691#actrade-9780197263921-milestone-1746"">685</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-766#actrade-9780197263921-milestone-1895"">760</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-769#actrade-9780197263921-milestone-1902"">763</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-772#actrade-9780197263921-milestone-1907"">766</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-867#actrade-9780197263921-milestone-2105"">861</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-976#actrade-9780197263921-milestone-2366"">969</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1026#actrade-9780197263921-milestone-2445"">1019</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1059#actrade-9780197263921-milestone-2543"">1050–5</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1071#actrade-9780197263921-milestone-2580"">1062</a>, <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-1156#actrade-9780197263921-milestone-2864"">1146–82</a></div>
<div class=""indexItemLevel1"" id=""actrade-9780197263921-indexItem1-277""><span class=""indexHeadword"">Burrows, [William], Capt.,</span> <a href=""/view/10.1093/actrade/9780197263921.book.1/actrade-9780197263921-div2-122#actrade-9780197263921-milestone-489"">121</a></div>
